date,open,high,low,close,volume
2025-02-26,79.99680629289402,80.77762938702077,80.09069204496356,80.48405496112701,1036501
2025-02-27,80.60407529795442,81.18421683271757,80.10832352998622,80.65784338139865,1132580
2025-02-28,80.46146469846839,81.35509285230933,79.86719430981137,80.77542543012305,1283708
2025-03-03,78.82272254348801,79.73063601888632,78.48882860643384,79.34432621619042,2450761
2025-03-04,79.63548029920248,80.1969544012309,79.02251844696738,79.47472484317296,889065
2025-03-05,81.13186315984944,81.68992613665128,80.72368242595503,81.1517935951324,2257840
2025-03-06,79.45882947002629,79.51703689490809,79.15392508995754,79.3298301110408,1168126
2025-03-07,80.08110518841977,80.65715691329474,80.08436569904518,80.39925951133559,2411202
2025-03-10,80.37149478785615,81.26183475521,79.99727740735825,80.58360979948209,1021178
2025-03-11,79.53276239913602,80.44208879621709,79.27795348936544,79.85186419166087,1837260
2025-03-12,82.03340950759645,82.35031149549242,81.80420352364862,82.32538202931138,1590154
2025-03-13,83.37885089295226,84.1504614422087,82.56520595047895,83.31373024276556,1184296
2025-03-14,81.61289021207898,82.50739247251288,81.5677804347242,81.86929653625934,1406066
2025-03-17,82.11863961427925,82.82432814343571,81.52363129186787,82.00184724058579,1491326
2025-03-18,82.86810265453344,83.15690936766742,82.077558534075,82.7556357840559,1797614
2025-03-19,83.23170925401053,82.98503091837526,81.92283291121328,82.56289662517406,2046955
2025-03-20,82.98976668658477,83.67340968854451,82.68585125779936,83.4547058873284,1277494
2025-03-21,83.70942685492051,84.54849493811942,82.81334657233872,83.41317582628479,1448785
2025-03-24,84.26418962504368,84.75575971921559,83.86683944426684,84.29436294799929,857648
2025-03-25,86.17126006930081,87.10357499500975,85.56540265655383,86.17609617879334,1240685
2025-03-26,84.85480008547687,85.69614221641801,85.09439748326321,85.34978233191949,1362887
2025-03-27,85.49539428958091,86.20908120041302,85.56041808983578,85.65306232687591,2172120
2025-03-28,85.3554023359754,85.18631690774716,84.44354665036445,85.10241082063787,2083807
2025-03-31,85.27952774408627,85.72153341173463,84.80993754456789,85.30767189568043,2112805
2025-04-01,83.87106151861812,84.59438661406548,83.26323982332681,83.8438778676845,1234924
2025-04-02,83.06333635207987,83.34671543925909,83.08461865414405,83.16004039568963,1164928
2025-04-03,83.34025257224192,83.72172295693808,82.55025702445779,82.95713338622416,1487732
2025-04-04,84.11791573800711,84.71500265326303,83.77177961463872,84.12514126895087,1526722
2025-04-07,84.8719093629069,85.87114333264299,85.33379922033367,85.62555663000153,2083456
2025-04-08,83.75189115947352,84.36191159947758,83.92013247274396,83.98438430766485,2271687
2025-04-09,82.37688580532988,83.41460347085801,82.61599838352171,83.03076858724118,1491358
2025-04-10,82.79136158795497,84.3731468002133,83.15321653758895,83.88231430439524,1165994
2025-04-11,81.28047166577846,81.81089724210202,80.87137043146515,81.45319001102953,2308111
2025-04-14,81.36140449493753,81.21442780463646,80.5900311292048,80.92970606816505,1712052
2025-04-15,80.8673460879488,81.26334008318999,80.37060273143916,80.85210711315827,2360716
2025-04-16,82.04563822000003,82.67290762920001,81.75051280538827,82.43226059324121,1462727
2025-04-17,83.01721818093299,83.50838808217573,83.14067654797884,83.33077517784099,1327900
2025-04-18,83.33944670073713,83.45003950185038,82.49745558227424,82.96424480946003,902456
2025-04-21,82.60014194187498,83.26202215692943,81.91828585127033,82.54809483204957,2051138
2025-04-22,82.29580535726139,82.39617774475778,81.61795115239251,82.2800078453722,1642435
2025-04-23,84.20608871111119,84.7303308067331,83.28902778445281,84.22409979526451,1230298
2025-04-24,83.73979531142614,84.06603985547905,82.93947147145656,83.72693476664908,1559413
2025-04-25,83.65673727707693,83.64397398746247,82.80957170587598,83.3880923153224,1037189
2025-04-28,84.05759236671966,84.59018458517056,83.29299674005024,83.8722122002446,2451241
2025-04-29,83.83455281745206,84.1346456078813,83.06195844720345,83.76228114653973,1544397
2025-04-30,83.20798683167567,84.43345868233551,83.19039437089444,83.55654072122707,1310319
2025-05-01,82.38100413444197,82.5138640729857,81.72955952968528,82.2129251479141,1824203
2025-05-02,82.01473835989802,82.82862434643857,81.5228020218444,82.23982780738525,2150903
2025-05-05,82.09292424270721,82.16998169159788,80.76491209261611,81.73530102034908,2390504
2025-05-06,82.79608141765294,83.5302525373673,82.7596318478478,83.21918466988441,1959027
2025-05-07,84.034178104416,84.73318179343438,83.58818892489188,84.08046304605641,1048032
2025-05-08,84.08957889038783,84.55750789921932,83.53742983860359,84.09205398401997,1511020
2025-05-09,84.53157434378525,85.64553471596982,84.12952272076538,84.98185770254987,2011016
2025-05-12,85.1746645427654,85.08755498749899,84.09214517405881,84.59200441119317,2200144
2025-05-13,86.48286293396075,86.21640254552338,85.08570367810705,85.98059635488201,1608289
2025-05-14,85.85712668785592,86.50639116503088,85.74997634764283,86.01663034007187,2247959
2025-05-15,87.08403037932887,87.35046714102765,86.34359584663855,86.81603927923979,1023905
2025-05-16,85.32278616216206,85.94987043161527,84.73322767255304,85.19374283537248,1384094
2025-05-19,84.78502402401278,85.96188605259857,84.96450126504986,85.68075097415289,2453518
2025-05-20,83.66378603564493,84.07169175920667,82.81650364492698,83.58007289782913,1134012
2025-05-21,81.08757866053651,81.17515366198228,80.9881173190786,81.10748051557579,1982807
2025-05-22,80.80516250681109,81.42082298806412,80.51536911344321,80.77827389012558,1159079
2025-05-23,79.39158053862445,79.95475316743715,79.17605212242373,79.73503919438393,1019059
2025-05-26,79.8853075761609,80.01792503082014,79.64966917670479,79.97146789079407,1071110
2025-05-27,82.69242318102094,83.23323558413935,82.63286849940773,82.75142784980744,2339784
2025-05-28,82.15490424366877,82.52814116573344,81.02098390044519,81.76631987643705,2466715
2025-05-29,81.15355346746269,81.1607625066107,80.43876626317935,81.04513871746164,975260
2025-05-30,81.33407914481293,81.55841274022295,80.72753203277223,81.33588643803583,2004112
2025-06-02,82.48197462195579,82.28967236683727,81.60563958046266,81.98059116474816,957520
2025-06-03,81.62315413441681,82.01847617905041,81.06149651647934,81.80484201110202,2193111
2025-06-04,81.46622722319898,82.17576319228918,81.16250432185004,81.59332687984944,1363636
2025-06-05,81.89933499116285,82.79402829382892,81.73249872748188,82.49885583019987,879995
2025-06-06,83.70844326577928,83.50538812839298,82.91472688707374,83.18633063485912,2394530
2025-06-09,82.26352473924835,82.58251220370957,81.6657245621372,81.94742651573094,2364190
2025-06-10,82.1914157634212,82.19682581051607,81.34946221034102,81.89108902408255,856141
2025-06-11,82.1947560735367,82.57370767456608,81.65629252646038,81.97542314079385,1462757
2025-06-12,80.764919975308,80.97846930204395,80.0813887942356,80.72935107929045,2360952
2025-06-13,81.15503894249926,81.27679872662877,80.53536849134305,81.0851471331426,1395848
2025-06-16,80.00762317367987,80.12789013298091,79.82958195784127,80.08835434607538,1839739
2025-06-17,81.23910514347564,82.24712932321304,80.79971532972291,81.30532033481047,2278550
2025-06-18,81.59923074112064,81.99261747253752,81.17799429094505,81.58151005853969,913987
2025-06-19,82.22598304590544,82.281926945415,81.01677716497643,81.73172530849581,1635832
2025-06-20,81.23101243708527,81.52961188669903,80.71835825963898,81.05085651549788,1766605
2025-06-23,80.92831806176642,81.47177567899139,80.56821288468925,80.94724680667903,2371135
2025-06-24,78.41468482018992,79.0801349842023,77.83965914961783,78.59683835351797,1579944
2025-06-25,77.11649008253578,78.21933065076635,76.3297709036126,77.3128642900624,2223637
2025-06-26,78.27226433473379,77.99790994596135,76.8406185672465,77.77367132366292,1758773
2025-06-27,75.52012307604083,75.4674310678618,74.90087322256944,75.36737231322456,1535393
2025-06-30,76.38938501889693,76.59511622733187,75.86039653078197,76.36875001209371,2053246
2025-07-01,74.32864782946048,74.58027171201184,73.64271129370128,74.43171546295468,2239211
2025-07-02,74.98492766016714,75.93975488951457,74.89526168099015,75.319059098002,1953652
2025-07-03,74.38715463349386,75.03662262531137,74.17855398301512,74.4070545197016,1852101
2025-07-04,75.5824537143603,75.55393944861717,74.84091628748673,75.31924067529563,2495286
2025-07-07,75.38652213969293,75.64315193860901,74.94977047375016,75.5050763588776,1824139
2025-07-08,73.75420294904575,74.18565749537916,73.56200321740181,73.82130432454646,1066337
2025-07-09,75.18863349427727,76.02076821022825,75.17530059839473,75.25516940452431,2362936
2025-07-10,76.97252087608342,77.12796268714332,76.80878058942218,76.93879264266656,2181854
2025-07-11,76.41130831229353,77.48422976720718,76.28640176750498,76.90132691374782,1429166
2025-07-14,76.55216090275266,76.83676870126872,76.33889422020195,76.62430984778719,1498858
2025-07-15,76.21764118406014,77.17658734211491,76.05257066494293,76.47901449292252,1930991
2025-07-16,75.67298238221085,75.61476037726,74.90564797896594,75.40616970587209,2131622
2025-07-17,76.46099521462938,77.09191937549878,76.09476295446558,76.69740689562829,1995882
2025-07-18,76.28909822244155,76.22615057999315,75.73320553096778,76.11341423001204,2316024
2025-07-21,76.55702576736073,76.32650015674113,75.52262496843923,76.0930295110484,919894
2025-07-22,75.13616837815867,75.99469192758964,74.98003235909059,75.23053643800336,2486396
2025-07-23,74.38519401626176,75.19556536016866,74.19814472336837,74.56461923297852,1628917
2025-07-24,73.24175489718765,73.53663964529792,72.97151794385796,73.18571447056021,1252271
2025-07-25,74.61549310190547,74.8690086842003,73.91505793929093,74.6160986944028,1167462
2025-07-28,74.18504544229796,74.50479594232252,74.04023302473567,74.48106786870461,1569995
2025-07-29,75.74525294093549,75.97020700324235,75.31991288029946,75.6058601054782,1313074
2025-07-30,76.26875886657024,76.10573126907336,75.28482013817882,75.65879282050506,2402724
2025-07-31,74.83492064040925,75.34284713106562,74.51262062106666,74.91226365577751,1645901
2025-08-01,74.5228282349447,75.00986715119899,73.9791115202166,74.58335298271622,2407755
2025-08-04,73.68692526278114,74.1911575735332,73.9064451276783,73.9962092976525,1943975
2025-08-05,74.1365596064194,74.47158691704365,73.82819397046684,74.04205574670777,1433885
2025-08-06,73.29584072181326,74.0966992617794,73.30484433631325,73.66326608759543,1480164
2025-08-07,73.04442873589599,74.09356627758007,72.37169154729732,73.36928769905059,2398356
2025-08-08,72.2716847789949,72.73773043076515,71.26606171224246,71.90363387102931,1918677
2025-08-11,70.81676229685327,71.4714155600774,70.67149856262007,71.07417963041456,1490014
2025-08-12,73.21139519289623,73.16588265645352,72.30300576305454,72.8960882456997,2072359
2025-08-13,72.6421548070861,72.62104452826014,71.3230446720238,72.201908578168,1437102
2025-08-14,71.17857367056035,71.40183073018777,70.72804828964429,71.10481623015036,1169684
2025-08-15,71.65952530652545,71.77100526479096,71.15084211626737,71.50125259261418,2086252
2025-08-18,73.63369420183452,73.48866720538298,72.35911975655274,73.06314383582566,944488
2025-08-19,71.46633240817343,71.72789063201384,70.98744466869736,71.52261452684314,1601060
2025-08-20,71.16570408456431,71.89263133872576,70.76323420240485,71.33491215028207,1499820
2025-08-21,70.31445831012648,71.09927977966073,70.38074334139354,70.69713655563966,1561937
2025-08-22,68.90002859489992,69.35353537105607,68.07753820938458,68.88853603607033,1161821
2025-08-25,70.09930095699073,70.06686884311105,68.9114618315698,69.68699251079612,1456402
2025-08-26,69.96485567783577,69.96345163435278,69.16081159613339,69.69733073117335,1009625
2025-08-27,69.54389702208827,70.02727432541735,69.24480880540052,69.8069551060702,1535766
2025-08-28,68.8218724417785,69.4233464261045,69.05250726859994,69.05815502522438,2052260
2025-08-29,69.42534602607364,69.86850723804183,69.01515610507052,69.565637998993,1037689
2025-09-01,69.12038315222438,69.50235422126288,68.66563633761463,69.03967078344044,1056227
2025-09-02,68.86968853435158,69.33893533857383,68.4230136570271,68.92629395746107,903763
2025-09-03,67.88202461673417,67.95359667618347,67.27804012466356,67.8238442527537,2214730
2025-09-04,66.71024441080982,67.04436010526841,66.29959111841008,66.63115605957954,2081788
2025-09-05,67.93215222259704,68.14751765421103,67.95028050629166,68.01343469390031,874309
2025-09-08,67.52095373718277,67.81210110546691,67.0520852765243,67.53180581247497,1759649
2025-09-09,67.91792003058839,68.20908598720987,67.60560500665434,67.8618410743092,1596810
2025-09-10,67.83858258130897,67.87670022432681,67.52142980127273,67.86137577973128,1942214
